# Guia de carreras universitarias (SIU), https://guiadecarreras.siu.edu.ar/ciie_ofertas/2.0/guia_grado.php , filtro provincia = Tucuman, nivel pregrado y grado. Consultado el 2026-09-08 con un navegador automatizado. La primera fila de datos repite el encabezado tal como lo muestra la tabla.
universidad,facultad,titulo,tipo_de_titulo,duracion,condiciones_de_ingreso,domicilio,telefono,web,mail
"Universidad Nacional de Tucumán","Facultad de Medicina","Licenciado/a en Kinesiología y Fisiatría","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Lamadrid 875 - San Miguel De Tucuman - Tucumán","(0381) 4248023","www.fm.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Medicina","Médico","Grado","6.5 Años","Consulte con la Institución","Lamadrid 875 - San Miguel De Tucuman - Tucumán","(0381) 4248023","www.fm.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Medicina","Técnico en Estadísticas de Salud","Técnico Instrumental","3 Años","Consulte con la Institución","Lamadrid 875 - San Miguel De Tucuman - Tucumán","(0381) 4248023","www.fm.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Odontología","Odontólogo/a","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4227589","www.odontologia.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Odontología","Técnico/a Universitario/a en Asistencia Dental","Técnico Instrumental","3 Años","Consulte con la Institución","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4227589","www.odontologia.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Odontología","Técnico/a Universitario/a en Prótesis Dental","Técnico Instrumental","3 Años","Consulte con la Institución","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4227589","www.odontologia.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Psicología","Profesor/a en Psicología - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","2 Años","Ingreso Directo","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4847337","www.psicologia.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Psicología","Psicólogo","Grado","5 Años","Ingreso Directo","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4847337","www.psicologia.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Psicología Convenio Bella Vista","Técnico Universitario en Acompañamiento Terapéutico","Técnico Instrumental","3 Años","Ingreso Directo","Sarmiento y Marconi-Bella Vista s/n - Amaicha Del Llano - Tucumán","(0381) 4847337","www.psicologia.unt.edu.ar","deunt@herrera.unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Artes)","Licenciado/a en Artes Visuales","Grado","5 Años","Ingreso Directo","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Artes)","Licenciado en Artes Plásticas","Grado","5 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Artes)","Licenciado en Artes Plásticas (Especialidad: Escultura)","Grado","5 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Artes)","Licenciado en Artes Plásticas (Especialidad: Grabado)","Grado","5 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Artes)","Licenciado en Artes Plásticas (Especialidad: Pintura)","Grado","5 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Enfermería)","Enfermero","Título Intermedio","3 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Enfermería)","Enfermero/a Universitario/a","Título Intermedio","3 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Enfermería)","Licenciado/a en Enfermería","Grado","5 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Enfermería)","Licenciado en Enfermería","Grado","5 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Instituto Universitario Multidisciplinario de Aguilares (Enfermería)","Técnico en Instrumentación Quirúrgica","Técnico Instrumental","2 Años","Consulte con la Institución","General Savio S/N - Aguilares - Tucumán","(0381) 4247752","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Rectorado","Licenciado en Gestión Universitaria","Grado","5 Años","Ingreso Directo","Ayacucho 491 - San Miguel De Tucuman - Tucumán","(0381) 4247752","www.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Rectorado","Técnico Superior en Gestión Universitaria","Título Intermedio","3 Años","Consulte con la Institución","Ayacucho 491 - San Miguel De Tucuman - Tucumán","(0381) 4247752","www.unt.edu.ar","info@unt.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Analista Universitario de Sistemas","Título Intermedio","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniero/a en Energía Eléctrica","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniero Civil","Grado","5.5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniero Electrónico","Grado","5.5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniero en Sistemas de Información","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Ingeniero Mecánico","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Licenciado en Gestión Ambiental - Ciclo de Complementación Curricular - MD","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Licenciado en Higiene y Seguridad en el Trabajo - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Licenciado en Tecnología Educativa - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","3 Cuatrimestres","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Técnico Universitario en Electrónica","Título Intermedio","4 Años","Asistencia a Curso de Ingreso o Nivelación","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Técnico Universitario en Energías Sustentables","Técnico Instrumental","2.5 Años","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Técnico Universitario en Higiene y Seguridad en el Trabajo","Técnico Instrumental","3 Años","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Técnico Universitario en Logística","Técnico Instrumental","2.5 Años","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Técnico Universitario en Mantenimiento Industrial","Técnico Instrumental","2 Años","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Técnico Universitario en Mecatrónica","Técnico Instrumental","2 Años","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
"Universidad Tecnológica Nacional","Facultad Regional Tucumán","Técnico Universitario en Programación","Técnico Instrumental","2 Años","Consulte con la Institución","Rivadavia 1050 - San Miguel De Tucuman - Tucumán","(0381) 421-7150","www.frt.utn.edu.ar","despacho@frt.utn.edu.ar"
